customer_id,customer_name,customer_address,customer_contact,customer_email,customer_city,customer_country,customer_segment,customer_registration_date,customer_last_purchase_date
784,Jason Armstrong,"766 Kristy Forks
Port Ashleytown, MP 18911",971.600.9668x8875,nicholas23@example.net,Henryborough,Saint Vincent and the Grenadines,Corporate,2020-04-08,2024-03-10
639,Thomas Morales,"33074 Lisa Meadow
East Brian, NV 92207",938.603.5377x9544,ppeterson@example.net,East Graceville,New Zealand,Wholesale,2020-10-21,2024-03-29
805,Gregory Doyle MD,"089 Edward Canyon
Lake Austintown, AL 02662",895-685-5065,karisnow@example.org,Lake Jessicahaven,New Zealand,Retail,2021-05-28,2024-05-27
996,Jeanette Hess,"76221 Parrish Vista Suite 944
Hardystad, PW 46426",379-868-9174,mclark@example.net,Stewarttown,Congo,Wholesale,2021-11-17,2024-01-23
844,Michelle Mendez,"712 Crystal Club Apt. 313
East Douglas, MT 85621",+1-964-907-3125x53612,mmartinez@example.net,North Nancy,Myanmar,Corporate,2021-04-24,2024-01-22
169,Timothy Rodriguez,"183 Jennings Viaduct Suite 053
East Bradleyville, OK 54521",001-703-295-0921x45591,cynthia96@example.net,Phamtown,Egypt,Corporate,2020-09-22,2024-08-06
569,Joshua Hill,"37070 David Estates Apt. 852
Millerville, VI 25103",001-233-253-4481,mitchell50@example.net,Andrewborough,Niger,Corporate,2022-01-23,2024-06-07
67,Tina Long,"9767 Barbara Hollow
Melissaville, SC 97711",4924927532,dominguezchristopher@example.net,Ruizbury,Cuba,Corporate,2021-08-20,2024-01-30
428,Alexander Moore,"6158 Kimberly Glens Suite 837
New Norma, MN 39900",+1-869-955-0724x131,vcowan@example.com,Port Andrew,United Arab Emirates,Retail,2021-01-04,2024-05-20
985,Carolyn Mcdaniel,"7875 Barbara Crossing Suite 745
Port Jeremiahmouth, WY 24311",(349)443-8686x73277,jonathanreese@example.com,New Kyle,Canada,Retail,2022-04-16,2024-06-11
968,Jocelyn Brown,"558 Barnett River Suite 051
Montoyaland, WY 31984",567-407-1157,timothy96@example.org,Fosterport,Turkmenistan,Wholesale,2024-05-06,2024-06-09
908,Kara Carr,"2370 Robinson Locks
New Melanie, NC 25748",(443)326-8634,reynoldsregina@example.org,New Crystalmouth,Martinique,Wholesale,2020-06-14,2024-03-31
665,Harold Price,"27457 Sheila Center
Katieport, ME 77281",707.624.3278x11234,samuel31@example.org,East Christina,United Kingdom,Wholesale,2022-04-03,2024-03-16
760,Tyler Castillo,"3703 Steven Forest Apt. 808
East Danielhaven, NC 92276",409-625-7231x9110,masonchristine@example.org,New Stevenland,Sri Lanka,Corporate,2024-07-31,2024-02-18
65,Annette Knox,"51747 Suzanne Club Suite 700
Silvaburgh, SD 17526",7552187341,stephen77@example.net,New Alexisstad,Papua New Guinea,Retail,2023-01-29,2024-05-17
826,Diana Poole,"34373 Melissa Circles
Mcneilchester, RI 68922",407-793-9363x630,hyoung@example.org,Garnerchester,Cambodia,Retail,2020-02-28,2024-05-11
47,Michelle Ruiz,"71569 Skinner Extension Apt. 761
West Michaelshire, GU 62219",723.935.7304x9799,leonard53@example.com,South Lisaburgh,Belarus,Wholesale,2022-01-26,2024-07-17
850,Larry Fletcher,"847 Brandon Greens Apt. 248
Port Vincent, ID 10329",274.487.6219x7749,craigjennifer@example.net,South Mike,Comoros,Wholesale,2022-02-22,2024-03-12
691,Travis Maddox,"0000 Graham Station
New Jerryberg, WI 34523",(203)520-4397x84891,jessica32@example.org,Colefurt,Gibraltar,Corporate,2020-06-22,2024-07-22
688,Ronald Williams,"44769 Jesus Row
Port Mikayla, NY 53958",001-401-464-1877x6796,uking@example.net,Lanestad,Cayman Islands,Retail,2023-10-13,2024-07-18
240,Richard May,"6887 Petty Port Suite 079
Port Christopher, DC 72080",(225)655-8849x435,jasonherman@example.org,Evansside,Mayotte,Corporate,2022-06-05,2024-07-12
344,Kevin Willis,"957 Michael Harbor Suite 989
Clarkmouth, MD 23361",255.337.8262,brentbeltran@example.org,New Linda,North Macedonia,Corporate,2022-02-27,2024-08-08
435,Jennifer Martin,"PSC 8886, Box 8511
APO AA 49438",269-547-2286x368,john61@example.com,Oconnellmouth,Eritrea,Corporate,2024-07-05,2024-06-09
352,Christopher Davis,"9818 Davis Skyway Suite 714
East Austinberg, CT 46749",934-532-7000,grayamanda@example.org,North Michaelhaven,Cayman Islands,Retail,2022-05-02,2024-07-03
514,Meghan Smith,"2194 Taylor Land
South Jennifer, SC 14560",001-836-653-4020x02142,anthony49@example.org,Jasonton,Panama,Corporate,2023-04-25,2024-03-03
849,Caitlin May,"996 Kristina Greens
Michaelburgh, NM 97388",001-901-907-5675x995,ericmartinez@example.com,Moseshaven,Bahamas,Retail,2024-06-07,2024-06-07
521,Stacey Brown,"Unit 3574 Box 3975
DPO AA 08626",8987838687,melissa60@example.net,Guzmanchester,Guinea-Bissau,Wholesale,2021-01-26,2024-07-13
301,Kimberly Myers,"82105 Tammie Summit
Kellytown, ID 10204",+1-752-507-1842x34464,cflowers@example.com,Sanchezchester,Samoa,Corporate,2021-05-25,2024-05-17
343,Caroline Lewis,"02025 Cynthia Way
Donnafort, PR 08201",001-504-509-0875x864,michael85@example.org,Allenmouth,Iran,Retail,2021-06-03,2024-01-19
803,Stacey Zimmerman,"8727 Fitzgerald Forest Apt. 707
Cobbshire, WY 27726",+1-976-336-7059x36062,meltonchristopher@example.org,Lake John,Bangladesh,Wholesale,2020-11-17,2024-03-12
462,Amanda Jones,"21110 Maria Garden Suite 699
East Calvinstad, NJ 08744",(705)473-1807,williamsmelissa@example.org,East Shawn,Lebanon,Corporate,2023-02-06,2024-04-09
483,Julia Vaughan PhD,"909 Matthew Parkways Apt. 384
Walkerside, KY 58208",+1-668-552-1814x5130,susan52@example.org,Jonesshire,Taiwan,Wholesale,2023-11-23,2024-05-25
200,Chelsea Bradshaw,"USNS Wright
FPO AA 45095",001-524-612-8547x12142,john52@example.com,East Suzanne,Greenland,Corporate,2022-10-02,2024-02-08
150,Tonya Stevens,"690 Krystal Groves
Micheleberg, AL 49871",428.460.7731x7354,terri04@example.net,West Maria,Iceland,Wholesale,2023-11-28,2024-03-14
377,Barbara Olson,"747 Hughes Ville
Port Christopherborough, VT 18005",+1-583-788-5620x79253,susansweeney@example.com,South Linda,Dominican Republic,Wholesale,2021-03-30,2024-02-02
71,Peggy Holder,"8024 Hurst Radial Suite 351
Port Jacobport, SD 62333",780.876.6672x486,benjaminwhite@example.net,South Matthew,Singapore,Retail,2020-09-26,2024-03-03
625,Brittany Taylor,"424 Laurie Drives Apt. 335
Grahamburgh, UT 73400",001-589-481-4169x6824,thomas09@example.net,South Justin,Netherlands Antilles,Wholesale,2024-08-03,2024-05-23
752,Justin Jones,"07830 Ochoa Valley Apt. 881
West Jesse, MN 34544",+1-598-998-7261x45164,amber57@example.net,Arellanoside,Falkland Islands (Malvinas),Corporate,2020-10-16,2024-03-18
91,Joyce Sullivan,"55985 Sandoval Roads Apt. 370
Torresside, ID 34689",+1-261-455-3944x584,jshort@example.com,Lake Davidland,Central African Republic,Corporate,2022-12-05,2024-06-01
349,James Berger,"930 Matthew Junctions Apt. 586
Hickmanfort, PA 08179",+1-630-542-8126,lawrence25@example.com,Lake Kathryn,Congo,Retail,2021-12-30,2024-06-13
195,Carol Wagner,"084 Wright Harbor Apt. 919
North Joannfurt, KS 14433",(721)851-8898x01177,daniel02@example.org,Lake Bethany,Bermuda,Wholesale,2020-01-29,2024-05-27
59,Kimberly Kramer,"444 Patricia Inlet
South Michaelfort, MS 97049",+1-778-559-1506x1522,kellysoto@example.com,South Julieborough,Angola,Wholesale,2023-04-07,2024-07-06
61,Amy Alexander,"38669 Dennis Streets Apt. 293
Lake Laurafurt, WV 78332",7474464045,martinrebecca@example.net,Michelleland,Madagascar,Wholesale,2021-09-10,2024-04-18
46,Shawn Stewart,"063 Alexa Ports
Harrismouth, OH 17045",427.968.4869x8369,nicholas99@example.org,Lake Miguel,Vanuatu,Retail,2020-07-18,2024-06-12
693,Nathan Brown,"01969 Anne Passage
Richardborough, WY 51628",854.952.9453,christopher88@example.org,Smithville,Guernsey,Corporate,2021-08-04,2024-05-17
